Date,Time,TempC
7/16/2016,3:00:00,13.52
7/16/2016,4:00:00,13.68
7/16/2016,5:00:00,13.82
7/16/2016,6:00:00,13.81
7/16/2016,7:00:00,13.68
7/16/2016,8:00:00,13.73
7/16/2016,9:00:00,13.82
7/16/2016,10:00:00,13.98
7/16/2016,11:00:00,14.33
7/16/2016,12:00:00,14.83
7/16/2016,13:00:00,15.28
7/16/2016,14:00:00,15.62
7/16/2016,15:00:00,15.9
7/16/2016,16:00:00,16.04
7/16/2016,17:00:00,15.96
7/16/2016,18:00:00,15.76
7/16/2016,19:00:00,15.43
7/16/2016,20:00:00,14.92
7/16/2016,21:00:00,14.31
7/16/2016,22:00:00,13.86
7/16/2016,23:00:00,13.58
7/17/2016,0:00:00,13.35
7/17/2016,1:00:00,13.33
7/17/2016,2:00:00,13.3
7/17/2016,3:00:00,13.4
7/17/2016,4:00:00,13.62
7/17/2016,5:00:00,13.72
7/17/2016,6:00:00,13.8
7/17/2016,7:00:00,13.79
7/17/2016,8:00:00,13.78
7/17/2016,9:00:00,13.95
7/17/2016,10:00:00,14.19
7/17/2016,11:00:00,14.51
7/17/2016,12:00:00,14.96
7/17/2016,13:00:00,15.36
7/17/2016,14:00:00,15.61
7/17/2016,15:00:00,15.76
7/17/2016,16:00:00,16.05
7/17/2016,17:00:00,15.95
7/17/2016,18:00:00,15.56
7/17/2016,19:00:00,15.23
7/17/2016,20:00:00,14.88
7/17/2016,21:00:00,14.51
7/17/2016,22:00:00,14.07
7/17/2016,23:00:00,13.73
7/18/2016,0:00:00,13.54
7/18/2016,1:00:00,13.47
7/18/2016,2:00:00,13.47
7/18/2016,3:00:00,13.53
7/18/2016,4:00:00,13.66
7/18/2016,5:00:00,13.72
7/18/2016,6:00:00,13.55
7/18/2016,7:00:00,13.43
7/18/2016,8:00:00,13.35
7/18/2016,9:00:00,13.43
7/18/2016,10:00:00,13.71
7/18/2016,11:00:00,14.09
7/18/2016,12:00:00,14.42
7/18/2016,13:00:00,14.71
7/18/2016,14:00:00,15.01
7/18/2016,15:00:00,15.3
7/18/2016,16:00:00,15.43
7/18/2016,17:00:00,15.84
7/18/2016,18:00:00,15.15
7/18/2016,19:00:00,14.97
7/18/2016,20:00:00,14.68
7/18/2016,21:00:00,14.36
7/18/2016,22:00:00,13.99
7/18/2016,23:00:00,13.8
7/19/2016,0:00:00,13.72
7/19/2016,1:00:00,13.58
7/19/2016,2:00:00,13.53
7/19/2016,3:00:00,13.82
7/19/2016,4:00:00,13.93
7/19/2016,5:00:00,13.77
7/19/2016,6:00:00,13.53
7/19/2016,7:00:00,13.37
7/19/2016,8:00:00,13.34
7/19/2016,9:00:00,13.48
7/19/2016,10:00:00,13.62
7/19/2016,11:00:00,13.81
7/19/2016,12:00:00,14.22
7/19/2016,13:00:00,14.77
7/19/2016,14:00:00,15.17
7/19/2016,15:00:00,15.39
7/19/2016,16:00:00,15.6
7/19/2016,17:00:00,15.7
7/19/2016,18:00:00,15.53
7/19/2016,19:00:00,15.18
7/19/2016,20:00:00,14.65
7/19/2016,21:00:00,14.18
7/19/2016,22:00:00,13.98
7/19/2016,23:00:00,13.84
7/20/2016,0:00:00,13.61
7/20/2016,1:00:00,13.41
7/20/2016,2:00:00,13.44
7/20/2016,3:00:00,13.66
7/20/2016,4:00:00,13.62
7/20/2016,5:00:00,13.51
7/20/2016,6:00:00,13.44
7/20/2016,7:00:00,13.32
7/20/2016,8:00:00,13.35
7/20/2016,9:00:00,13.53
7/20/2016,10:00:00,13.92
7/20/2016,11:00:00,14.31
7/20/2016,12:00:00,14.7
7/20/2016,13:00:00,15.13
7/20/2016,14:00:00,15.63
7/20/2016,15:00:00,15.85
7/20/2016,16:00:00,15.84
7/20/2016,17:00:00,15.62
7/20/2016,18:00:00,15.29
7/20/2016,19:00:00,15.21
7/20/2016,20:00:00,14.94
7/20/2016,21:00:00,14.5
7/20/2016,22:00:00,14.03
7/20/2016,23:00:00,13.81
7/21/2016,0:00:00,13.67
7/21/2016,1:00:00,13.53
7/21/2016,2:00:00,13.48
7/21/2016,3:00:00,13.54
7/21/2016,4:00:00,13.58
7/21/2016,5:00:00,13.52
7/21/2016,6:00:00,13.49
7/21/2016,7:00:00,13.54
7/21/2016,8:00:00,13.53
7/21/2016,9:00:00,13.59
7/21/2016,10:00:00,13.96
7/21/2016,11:00:00,14.45
7/21/2016,12:00:00,15.03
7/21/2016,13:00:00,15.47
7/21/2016,14:00:00,15.9
7/21/2016,15:00:00,16.18
7/21/2016,16:00:00,16.27
7/21/2016,17:00:00,16.25
7/21/2016,18:00:00,15.99
7/21/2016,19:00:00,15.56
7/21/2016,20:00:00,15.08
7/21/2016,21:00:00,14.65
7/21/2016,22:00:00,14.28
7/21/2016,23:00:00,14
7/22/2016,0:00:00,13.84
7/22/2016,1:00:00,13.76
7/22/2016,2:00:00,13.89
7/22/2016,3:00:00,14.26
7/22/2016,4:00:00,14.54
7/22/2016,5:00:00,14.82
7/22/2016,6:00:00,14.99
7/22/2016,7:00:00,15.19
7/22/2016,8:00:00,15.29
7/22/2016,9:00:00,15.35
7/22/2016,10:00:00,15.56
7/22/2016,11:00:00,15.73
7/22/2016,12:00:00,16.01
7/22/2016,13:00:00,16.34
7/22/2016,14:00:00,16.55
7/22/2016,15:00:00,16.83
7/22/2016,16:00:00,16.88
7/22/2016,17:00:00,16.63
7/22/2016,18:00:00,16.28
7/22/2016,19:00:00,15.91
7/22/2016,20:00:00,15.41
7/22/2016,21:00:00,14.9
7/22/2016,22:00:00,14.5
7/22/2016,23:00:00,14.24
7/23/2016,0:00:00,14.01
7/23/2016,1:00:00,13.94
7/23/2016,2:00:00,13.87
7/23/2016,3:00:00,13.89
7/23/2016,4:00:00,14.01
7/23/2016,5:00:00,14.05
7/23/2016,6:00:00,14.05
7/23/2016,7:00:00,13.96
7/23/2016,8:00:00,13.9
7/23/2016,9:00:00,14.06
7/23/2016,10:00:00,14.41
7/23/2016,11:00:00,15
7/23/2016,12:00:00,15.44
7/23/2016,13:00:00,15.84
7/23/2016,14:00:00,16.21
7/23/2016,15:00:00,16.46
7/23/2016,16:00:00,16.52
7/23/2016,17:00:00,16.48
7/23/2016,18:00:00,16.39
7/23/2016,19:00:00,16.05
7/23/2016,20:00:00,15.47
7/23/2016,21:00:00,14.93
7/23/2016,22:00:00,14.5
7/23/2016,23:00:00,14.23
7/24/2016,0:00:00,14.03
7/24/2016,1:00:00,14
7/24/2016,2:00:00,13.98
7/24/2016,3:00:00,13.98
7/24/2016,4:00:00,14
7/24/2016,5:00:00,14.09
7/24/2016,6:00:00,14.13
7/24/2016,7:00:00,13.99
7/24/2016,8:00:00,13.9
7/24/2016,9:00:00,14.19
7/24/2016,10:00:00,14.7
7/24/2016,11:00:00,15.2
7/24/2016,12:00:00,15.53
7/24/2016,13:00:00,15.97
7/24/2016,14:00:00,16.4
7/24/2016,15:00:00,16.75
7/24/2016,16:00:00,16.8
7/24/2016,17:00:00,16.71
7/24/2016,18:00:00,16.49
7/24/2016,19:00:00,16.19
7/24/2016,20:00:00,15.71
7/24/2016,21:00:00,15.2
7/24/2016,22:00:00,14.81
7/24/2016,23:00:00,14.47
7/25/2016,0:00:00,14.27
7/25/2016,1:00:00,14.12
7/25/2016,2:00:00,14.08
7/25/2016,3:00:00,13.98
7/25/2016,4:00:00,14.01
7/25/2016,5:00:00,14.08
7/25/2016,6:00:00,14.08
7/25/2016,7:00:00,14.07
7/25/2016,8:00:00,14.15
7/25/2016,9:00:00,14.43
7/25/2016,10:00:00,14.8
7/25/2016,11:00:00,15.3
7/25/2016,12:00:00,15.73
7/25/2016,13:00:00,16.14
7/25/2016,14:00:00,16.5
7/25/2016,15:00:00,16.82
7/25/2016,16:00:00,16.9
7/25/2016,17:00:00,16.88
7/25/2016,18:00:00,16.68
7/25/2016,19:00:00,16.3
7/25/2016,20:00:00,15.77
7/25/2016,21:00:00,15.34
7/25/2016,22:00:00,15
7/25/2016,23:00:00,14.71
7/26/2016,0:00:00,14.57
7/26/2016,1:00:00,14.4
7/26/2016,2:00:00,14.57
7/26/2016,3:00:00,14.66
7/26/2016,4:00:00,14.62
7/26/2016,5:00:00,14.61
7/26/2016,6:00:00,14.68
7/26/2016,7:00:00,14.79
7/26/2016,8:00:00,14.89
7/26/2016,9:00:00,15.05
7/26/2016,10:00:00,15.28
7/26/2016,11:00:00,15.65
7/26/2016,12:00:00,15.99
7/26/2016,13:00:00,16.35
7/26/2016,14:00:00,16.67
7/26/2016,15:00:00,16.92
7/26/2016,16:00:00,16.92
7/26/2016,17:00:00,16.88
7/26/2016,18:00:00,16.7
7/26/2016,19:00:00,16.31
7/26/2016,20:00:00,15.83
7/26/2016,21:00:00,15.36
7/26/2016,22:00:00,14.94
7/26/2016,23:00:00,14.62
7/27/2016,0:00:00,14.41
7/27/2016,1:00:00,14.3
7/27/2016,2:00:00,14.34
7/27/2016,3:00:00,14.27
7/27/2016,4:00:00,14.19
7/27/2016,5:00:00,14.12
7/27/2016,6:00:00,14.12
7/27/2016,7:00:00,14.12
7/27/2016,8:00:00,14.2
7/27/2016,9:00:00,14.48
7/27/2016,10:00:00,14.96
7/27/2016,11:00:00,15.33
7/27/2016,12:00:00,15.65
7/27/2016,13:00:00,16.12
7/27/2016,14:00:00,16.59
7/27/2016,15:00:00,16.86
7/27/2016,16:00:00,16.88
7/27/2016,17:00:00,16.78
7/27/2016,18:00:00,16.62
7/27/2016,19:00:00,16.3
7/27/2016,20:00:00,15.84
7/27/2016,21:00:00,15.32
7/27/2016,22:00:00,14.91
7/27/2016,23:00:00,14.68
7/28/2016,0:00:00,14.6
7/28/2016,1:00:00,14.48
7/28/2016,2:00:00,14.45
7/28/2016,3:00:00,14.41
7/28/2016,4:00:00,14.38
7/28/2016,5:00:00,14.31
7/28/2016,6:00:00,14.3
7/28/2016,7:00:00,14.34
7/28/2016,8:00:00,14.34
7/28/2016,9:00:00,14.64
7/28/2016,10:00:00,14.96
7/28/2016,11:00:00,15.27
7/28/2016,12:00:00,15.67
7/28/2016,13:00:00,16.09
7/28/2016,14:00:00,16.49
7/28/2016,15:00:00,16.77
7/28/2016,16:00:00,16.95
7/28/2016,17:00:00,16.97
7/28/2016,18:00:00,16.75
7/28/2016,19:00:00,16.42
7/28/2016,20:00:00,15.93
7/28/2016,21:00:00,15.49
7/28/2016,22:00:00,15.11
7/28/2016,23:00:00,14.86
7/29/2016,0:00:00,14.7
7/29/2016,1:00:00,14.6
7/29/2016,2:00:00,14.57
7/29/2016,3:00:00,14.46
7/29/2016,4:00:00,14.41
7/29/2016,5:00:00,14.47
7/29/2016,6:00:00,14.51
7/29/2016,7:00:00,14.33
7/29/2016,8:00:00,14.47
7/29/2016,9:00:00,14.72
7/29/2016,10:00:00,15.02
7/29/2016,11:00:00,15.41
7/29/2016,12:00:00,15.75
7/29/2016,13:00:00,16.15
7/29/2016,14:00:00,16.56
7/29/2016,15:00:00,16.89
7/29/2016,16:00:00,16.99
7/29/2016,17:00:00,16.93
7/29/2016,18:00:00,16.79
7/29/2016,19:00:00,16.44
7/29/2016,20:00:00,15.99
7/29/2016,21:00:00,15.48
7/29/2016,22:00:00,15.18
7/29/2016,23:00:00,15.03
7/30/2016,0:00:00,14.86
7/30/2016,1:00:00,14.73
7/30/2016,2:00:00,14.76
7/30/2016,3:00:00,14.78
7/30/2016,4:00:00,14.81
7/30/2016,5:00:00,14.69
7/30/2016,6:00:00,14.65
7/30/2016,7:00:00,14.71
7/30/2016,8:00:00,14.71
7/30/2016,9:00:00,14.86
7/30/2016,10:00:00,15.16
7/30/2016,11:00:00,15.51
7/30/2016,12:00:00,15.92
7/30/2016,13:00:00,16.35
7/30/2016,14:00:00,16.72
7/30/2016,15:00:00,16.93
7/30/2016,16:00:00,17.02
7/30/2016,17:00:00,17.01
7/30/2016,18:00:00,16.84
7/30/2016,19:00:00,16.45
7/30/2016,20:00:00,16
7/30/2016,21:00:00,15.53
7/30/2016,22:00:00,15.15
7/30/2016,23:00:00,14.92
7/31/2016,0:00:00,14.79
7/31/2016,1:00:00,14.77
7/31/2016,2:00:00,14.72
7/31/2016,3:00:00,14.76
7/31/2016,4:00:00,14.92
7/31/2016,5:00:00,14.84
7/31/2016,6:00:00,14.88
7/31/2016,7:00:00,14.79
7/31/2016,8:00:00,14.83
7/31/2016,9:00:00,14.76
7/31/2016,10:00:00,14.98
7/31/2016,11:00:00,15.49
7/31/2016,12:00:00,15.86
7/31/2016,13:00:00,16.36
7/31/2016,14:00:00,16.85
7/31/2016,15:00:00,17.09
7/31/2016,16:00:00,17.05
7/31/2016,17:00:00,16.93
7/31/2016,18:00:00,16.69
7/31/2016,19:00:00,16.39
7/31/2016,20:00:00,16.06
7/31/2016,21:00:00,15.63
7/31/2016,22:00:00,15.23
7/31/2016,23:00:00,15.04
8/1/2016,0:00:00,14.91
8/1/2016,1:00:00,14.84
8/1/2016,2:00:00,14.92
8/1/2016,3:00:00,14.87
8/1/2016,4:00:00,14.8
8/1/2016,5:00:00,14.87
8/1/2016,6:00:00,14.86
8/1/2016,7:00:00,14.81
8/1/2016,8:00:00,15.04
8/1/2016,9:00:00,15.27
8/1/2016,10:00:00,15.62
8/1/2016,11:00:00,15.94
8/1/2016,12:00:00,16.11
8/1/2016,13:00:00,16.54
8/1/2016,14:00:00,16.94
8/1/2016,15:00:00,17.22
8/1/2016,16:00:00,17.28
8/1/2016,17:00:00,17.17
8/1/2016,18:00:00,16.93
8/1/2016,19:00:00,16.57
8/1/2016,20:00:00,16.14
8/1/2016,21:00:00,15.8
8/1/2016,22:00:00,15.51
8/1/2016,23:00:00,15.25
8/2/2016,0:00:00,15.15
8/2/2016,1:00:00,15.07
8/2/2016,2:00:00,15.09
8/2/2016,3:00:00,15.18
8/2/2016,4:00:00,15.09
8/2/2016,5:00:00,15.12
8/2/2016,6:00:00,15.11
8/2/2016,7:00:00,15.2
8/2/2016,8:00:00,15.25
8/2/2016,9:00:00,15.46
8/2/2016,10:00:00,15.67
8/2/2016,11:00:00,15.9
8/2/2016,12:00:00,16.33
8/2/2016,13:00:00,16.79
8/2/2016,14:00:00,17.05
8/2/2016,15:00:00,17.14
8/2/2016,16:00:00,17.21
8/2/2016,17:00:00,17.22
8/2/2016,18:00:00,16.93
8/2/2016,19:00:00,16.61
8/2/2016,20:00:00,16.15
8/2/2016,21:00:00,15.9
8/2/2016,22:00:00,15.77
8/2/2016,23:00:00,15.74
8/3/2016,0:00:00,15.66
8/3/2016,1:00:00,15.58
8/3/2016,2:00:00,15.54
8/3/2016,3:00:00,15.56
8/3/2016,4:00:00,15.59
8/3/2016,5:00:00,15.58
8/3/2016,6:00:00,15.47
8/3/2016,7:00:00,15.38
8/3/2016,8:00:00,15.23
8/3/2016,9:00:00,15.2
8/3/2016,10:00:00,15.45
8/3/2016,11:00:00,15.94
8/3/2016,12:00:00,16.34
8/3/2016,13:00:00,16.7
8/3/2016,14:00:00,17.01
8/3/2016,15:00:00,17.37
8/3/2016,16:00:00,17.55
8/3/2016,17:00:00,17.45
8/3/2016,18:00:00,17.29
8/3/2016,19:00:00,16.85
8/3/2016,20:00:00,16.36
8/3/2016,21:00:00,15.93
8/3/2016,22:00:00,15.57
8/3/2016,23:00:00,15.35
8/4/2016,0:00:00,15.16
8/4/2016,1:00:00,15.02
8/4/2016,2:00:00,15.01
8/4/2016,3:00:00,14.93
8/4/2016,4:00:00,14.84
8/4/2016,5:00:00,14.87
8/4/2016,6:00:00,14.88
8/4/2016,7:00:00,14.87
8/4/2016,8:00:00,14.9
8/4/2016,9:00:00,15.1
8/4/2016,10:00:00,15.47
8/4/2016,11:00:00,16.01
8/4/2016,12:00:00,16.59
8/4/2016,13:00:00,17.21
8/4/2016,14:00:00,17.69
8/4/2016,15:00:00,18
8/4/2016,16:00:00,18.14
8/4/2016,17:00:00,18.09
8/4/2016,18:00:00,17.91
8/4/2016,19:00:00,17.58
8/4/2016,20:00:00,17.06
8/4/2016,21:00:00,16.55
8/4/2016,22:00:00,16.22
8/4/2016,23:00:00,16.05
8/5/2016,0:00:00,15.89
8/5/2016,1:00:00,15.78
8/5/2016,2:00:00,15.64
8/5/2016,3:00:00,15.55
8/5/2016,4:00:00,15.56
8/5/2016,5:00:00,15.49
8/5/2016,6:00:00,15.45
8/5/2016,7:00:00,15.47
8/5/2016,8:00:00,15.59
8/5/2016,9:00:00,15.79
8/5/2016,10:00:00,16.09
8/5/2016,11:00:00,16.49
8/5/2016,12:00:00,16.87
8/5/2016,13:00:00,17.34
8/5/2016,14:00:00,17.97
8/5/2016,15:00:00,18.21
8/5/2016,16:00:00,18.36
8/5/2016,17:00:00,18.36
8/5/2016,18:00:00,18.17
8/5/2016,19:00:00,17.68
8/5/2016,20:00:00,17.16
8/5/2016,21:00:00,16.69
8/5/2016,22:00:00,16.43
8/5/2016,23:00:00,16.18
8/6/2016,0:00:00,16.08
8/6/2016,1:00:00,16.04
8/6/2016,2:00:00,16.12
8/6/2016,3:00:00,16.17
8/6/2016,4:00:00,16.14
8/6/2016,5:00:00,16.07
8/6/2016,6:00:00,16.07
8/6/2016,7:00:00,16.13
8/6/2016,8:00:00,16.25
8/6/2016,9:00:00,16.31
8/6/2016,10:00:00,16.34
8/6/2016,11:00:00,16.52
8/6/2016,12:00:00,16.88
8/6/2016,13:00:00,17.31
8/6/2016,14:00:00,17.68
8/6/2016,15:00:00,17.86
8/6/2016,16:00:00,17.86
8/6/2016,17:00:00,17.81
8/6/2016,18:00:00,17.62
8/6/2016,19:00:00,17.26
8/6/2016,20:00:00,16.8
8/6/2016,21:00:00,16.27
8/6/2016,22:00:00,15.9
8/6/2016,23:00:00,15.71
8/7/2016,0:00:00,15.64
8/7/2016,1:00:00,15.7
8/7/2016,2:00:00,15.7
8/7/2016,3:00:00,15.8
8/7/2016,4:00:00,15.9
8/7/2016,5:00:00,15.87
8/7/2016,6:00:00,15.83
8/7/2016,7:00:00,15.75
8/7/2016,8:00:00,15.76
8/7/2016,9:00:00,15.92
8/7/2016,10:00:00,16.14
8/7/2016,11:00:00,16.47
8/7/2016,12:00:00,16.82
8/7/2016,13:00:00,17.16
8/7/2016,14:00:00,17.45
8/7/2016,15:00:00,17.77
8/7/2016,16:00:00,17.9
8/7/2016,17:00:00,17.76
8/7/2016,18:00:00,17.45
8/7/2016,19:00:00,17.09
8/7/2016,20:00:00,16.75
8/7/2016,21:00:00,16.55
8/7/2016,22:00:00,16.4
8/7/2016,23:00:00,16.32
8/8/2016,0:00:00,16.32
8/8/2016,1:00:00,16.43
8/8/2016,2:00:00,16.58
8/8/2016,3:00:00,16.7
8/8/2016,4:00:00,16.74
8/8/2016,5:00:00,16.7
8/8/2016,6:00:00,16.54
8/8/2016,7:00:00,16.46
8/8/2016,8:00:00,16.47
8/8/2016,9:00:00,16.46
8/8/2016,10:00:00,16.46
8/8/2016,11:00:00,16.53
8/8/2016,12:00:00,16.63
8/8/2016,13:00:00,16.94
8/8/2016,14:00:00,17.23
8/8/2016,15:00:00,17.53
8/8/2016,16:00:00,17.59
8/8/2016,17:00:00,17.5
8/8/2016,18:00:00,17.18
8/8/2016,19:00:00,16.77
8/8/2016,20:00:00,16.44
8/8/2016,21:00:00,16.25
8/8/2016,22:00:00,16.2
8/8/2016,23:00:00,16.08
8/9/2016,0:00:00,16.29
8/9/2016,1:00:00,16.3
8/9/2016,2:00:00,16.51
8/9/2016,3:00:00,16.72
8/9/2016,4:00:00,16.75
8/9/2016,5:00:00,16.72
8/9/2016,6:00:00,16.56
8/9/2016,7:00:00,16.43
8/9/2016,8:00:00,16.38
8/9/2016,9:00:00,16.46
8/9/2016,10:00:00,16.58
8/9/2016,11:00:00,16.82
8/9/2016,12:00:00,16.99
8/9/2016,13:00:00,17.34
8/9/2016,14:00:00,17.7
8/9/2016,15:00:00,17.96
8/9/2016,16:00:00,18.03
8/9/2016,17:00:00,18.15
8/9/2016,18:00:00,18.01
8/9/2016,19:00:00,17.74
8/9/2016,20:00:00,17.35
8/9/2016,21:00:00,16.94
8/9/2016,22:00:00,16.62
8/9/2016,23:00:00,16.36
8/10/2016,0:00:00,16.23
8/10/2016,1:00:00,16.21
8/10/2016,2:00:00,16.21
8/10/2016,3:00:00,16.25
8/10/2016,4:00:00,16.24
8/10/2016,5:00:00,16.24
8/10/2016,6:00:00,16.18
8/10/2016,7:00:00,16.19
8/10/2016,8:00:00,16.2
8/10/2016,9:00:00,16.31
8/10/2016,10:00:00,16.48
8/10/2016,11:00:00,16.71
8/10/2016,12:00:00,17.02
8/10/2016,13:00:00,17.3
8/10/2016,14:00:00,17.62
8/10/2016,15:00:00,17.88
8/10/2016,16:00:00,17.96
8/10/2016,17:00:00,17.84
8/10/2016,18:00:00,17.68
8/10/2016,19:00:00,17.43
8/10/2016,20:00:00,17.05
8/10/2016,21:00:00,16.71
8/10/2016,22:00:00,16.39
8/10/2016,23:00:00,16.11
8/11/2016,0:00:00,15.74
8/11/2016,1:00:00,15.5
8/11/2016,2:00:00,15.54
8/11/2016,3:00:00,15.63
8/11/2016,4:00:00,15.74
8/11/2016,5:00:00,15.67
8/11/2016,6:00:00,15.56
8/11/2016,7:00:00,15.52
8/11/2016,8:00:00,15.53
8/11/2016,9:00:00,15.72
8/11/2016,10:00:00,16.01
8/11/2016,11:00:00,16.39
8/11/2016,12:00:00,16.81
8/11/2016,13:00:00,17.19
8/11/2016,14:00:00,17.6
8/11/2016,15:00:00,17.84
8/11/2016,16:00:00,17.8
8/11/2016,17:00:00,17.72
8/11/2016,18:00:00,17.47
8/11/2016,19:00:00,17.13
8/11/2016,20:00:00,16.74
8/11/2016,21:00:00,16.29
8/11/2016,22:00:00,15.94
8/11/2016,23:00:00,15.66
8/12/2016,0:00:00,15.47
8/12/2016,1:00:00,15.29
8/12/2016,2:00:00,15.23
8/12/2016,3:00:00,15.27
8/12/2016,4:00:00,15.24
8/12/2016,5:00:00,15.18
8/12/2016,6:00:00,15.15
8/12/2016,7:00:00,15.1
8/12/2016,8:00:00,15.09
8/12/2016,9:00:00,15.16
8/12/2016,10:00:00,15.36
8/12/2016,11:00:00,15.83
8/12/2016,12:00:00,16.35
8/12/2016,13:00:00,16.81
8/12/2016,14:00:00,17.23
8/12/2016,15:00:00,17.51
8/12/2016,16:00:00,17.5
8/12/2016,17:00:00,17.43
8/12/2016,18:00:00,17.29
8/12/2016,19:00:00,17
8/12/2016,20:00:00,16.6
8/12/2016,21:00:00,16.16
8/12/2016,22:00:00,15.81
8/12/2016,23:00:00,15.56
8/13/2016,0:00:00,15.36
8/13/2016,1:00:00,15.29
8/13/2016,2:00:00,15.25
8/13/2016,3:00:00,15.23
8/13/2016,4:00:00,15.25
8/13/2016,5:00:00,15.18
8/13/2016,6:00:00,15.14
8/13/2016,7:00:00,15.13
8/13/2016,8:00:00,15.18
8/13/2016,9:00:00,15.21
8/13/2016,10:00:00,15.38
8/13/2016,11:00:00,15.78
8/13/2016,12:00:00,16.23
8/13/2016,13:00:00,16.64
8/13/2016,14:00:00,17.05
8/13/2016,15:00:00,17.25
8/13/2016,16:00:00,17.27
8/13/2016,17:00:00,17.23
8/13/2016,18:00:00,17.01
8/13/2016,19:00:00,16.7
8/13/2016,20:00:00,16.31
8/13/2016,21:00:00,15.9
8/13/2016,22:00:00,15.62
8/13/2016,23:00:00,15.34
8/14/2016,0:00:00,15.11
8/14/2016,1:00:00,14.99
8/14/2016,2:00:00,15.11
8/14/2016,3:00:00,15.23
8/14/2016,4:00:00,15.25
8/14/2016,5:00:00,15.18
8/14/2016,6:00:00,15.01
8/14/2016,7:00:00,14.86
8/14/2016,8:00:00,14.78
8/14/2016,9:00:00,14.9
8/14/2016,10:00:00,15.13
8/14/2016,11:00:00,15.41
8/14/2016,12:00:00,15.73
8/14/2016,13:00:00,16.04
8/14/2016,14:00:00,16.27
8/14/2016,15:00:00,16.48
8/14/2016,16:00:00,16.6
8/14/2016,17:00:00,16.54
8/14/2016,18:00:00,16.37
8/14/2016,19:00:00,16.17
8/14/2016,20:00:00,15.9
8/14/2016,21:00:00,15.52
8/14/2016,22:00:00,15.3
8/14/2016,23:00:00,15.25
8/15/2016,0:00:00,15.14
8/15/2016,1:00:00,15.07
8/15/2016,2:00:00,15.12
8/15/2016,3:00:00,15.11
8/15/2016,4:00:00,15.11
8/15/2016,5:00:00,15.17
8/15/2016,6:00:00,15.11
8/15/2016,7:00:00,15.01
8/15/2016,8:00:00,15.04
8/15/2016,9:00:00,15.27
8/15/2016,10:00:00,15.42
8/15/2016,11:00:00,15.7
8/15/2016,12:00:00,16.05
8/15/2016,13:00:00,16.44
8/15/2016,14:00:00,16.77
8/15/2016,15:00:00,17.11
8/15/2016,16:00:00,17.23
8/15/2016,17:00:00,17.21
8/15/2016,18:00:00,16.93
8/15/2016,19:00:00,16.57
8/15/2016,20:00:00,16.21
8/15/2016,21:00:00,15.8
8/15/2016,22:00:00,15.33
8/15/2016,23:00:00,15.05
8/16/2016,0:00:00,14.93
8/16/2016,1:00:00,14.88
8/16/2016,2:00:00,14.86
8/16/2016,3:00:00,14.95
8/16/2016,4:00:00,15.14
8/16/2016,5:00:00,15.15
8/16/2016,6:00:00,15
8/16/2016,7:00:00,14.95
8/16/2016,8:00:00,15.06
8/16/2016,9:00:00,15.28
8/16/2016,10:00:00,15.53
8/16/2016,11:00:00,15.8
8/16/2016,12:00:00,16.12
8/16/2016,13:00:00,16.47
8/16/2016,14:00:00,16.77
8/16/2016,15:00:00,17.15
8/16/2016,16:00:00,17.23
8/16/2016,17:00:00,17.23
8/16/2016,18:00:00,17.08
8/16/2016,19:00:00,16.68
8/16/2016,20:00:00,16.24
8/16/2016,21:00:00,15.78
8/16/2016,22:00:00,15.41
8/16/2016,23:00:00,15.18
8/17/2016,0:00:00,15.04
8/17/2016,1:00:00,15.15
8/17/2016,2:00:00,15.24
8/17/2016,3:00:00,15.34
8/17/2016,4:00:00,15.36
8/17/2016,5:00:00,15.41
8/17/2016,6:00:00,15.56
8/17/2016,7:00:00,15.79
8/17/2016,8:00:00,16.03
8/17/2016,9:00:00,16.25
8/17/2016,10:00:00,16.46
8/17/2016,11:00:00,16.78
8/17/2016,12:00:00,17.03
8/17/2016,13:00:00,17.37
8/17/2016,14:00:00,17.66
8/17/2016,15:00:00,17.9
8/17/2016,16:00:00,17.95
8/17/2016,17:00:00,17.87
8/17/2016,18:00:00,17.57
8/17/2016,19:00:00,17.15
8/17/2016,20:00:00,16.65
8/17/2016,21:00:00,16.2
8/17/2016,22:00:00,15.82
8/17/2016,23:00:00,15.52
8/18/2016,0:00:00,15.3
8/18/2016,1:00:00,15.23
8/18/2016,2:00:00,15.22
8/18/2016,3:00:00,15.29
8/18/2016,4:00:00,15.3
8/18/2016,5:00:00,15.3
8/18/2016,6:00:00,15.17
8/18/2016,7:00:00,15.14
8/18/2016,8:00:00,15.13
8/18/2016,9:00:00,15.26
8/18/2016,10:00:00,15.49
8/18/2016,11:00:00,15.75
8/18/2016,12:00:00,16.07
8/18/2016,13:00:00,16.5
8/18/2016,14:00:00,16.88
8/18/2016,15:00:00,17.13
8/18/2016,16:00:00,17.28
8/18/2016,17:00:00,17.32
8/18/2016,18:00:00,17.22
8/18/2016,19:00:00,16.91
8/18/2016,20:00:00,16.5
8/18/2016,21:00:00,16.15
8/18/2016,22:00:00,15.82
8/18/2016,23:00:00,15.54
8/19/2016,0:00:00,15.37
8/19/2016,1:00:00,15.18
8/19/2016,2:00:00,15.08
8/19/2016,3:00:00,15.02
8/19/2016,4:00:00,15.14
8/19/2016,5:00:00,15.19
8/19/2016,6:00:00,15.09
8/19/2016,7:00:00,14.93
8/19/2016,8:00:00,14.87
8/19/2016,9:00:00,15.02
8/19/2016,10:00:00,15.3
